,amt.pledged,blurb,by,category,currency,goal,location,num.backers,num.backers.tier,pledge.tier,title,url
43,2485506.0,"
An adventure game based on Homestuck, by Andrew Hussie.
",MS Paint Adventures,Video Games,usd,700000.0,"Miami, FL",24346,"[7329, 4559, 1838, 743, 1693, 1458, 268, 491, 1731, 144, 215, 44, 463, 116, 400, 131, 699, 40, 104, 440, 267, 48, 612, 132, 2, 2]","[15.0, 25.0, 55.0, 80.0, 105.0, 105.0, 105.0, 130.0, 155.0, 180.0, 180.0, 180.0, 205.0, 205.0, 230.0, 255.0, 255.0, 330.0, 380.0, 380.0, 405.0, 505.0, 605.0, 1000.0, 5000.0, 10000.0]",Homestuck Adventure Game,/projects/14293468/homestuck-adventure-game
44,645158.0,"
Explore a beautiful, vast and ruined world riddled with unknown dangers and lost technologies. Inspired by nightmares and dreams alike.
",Heart Machine,Video Games,usd,27000.0,"Los Angeles, CA",24150,"[8431, 5641, 1708, 2596, 3300, 200, 184, 418, 700, 100, 245, 99, 50, 136, 59, 1, 50, 5, 11, 5, 8, 7, 1]","[10.0, 15.0, 20.0, 25.0, 40.0, 60.0, 62.0, 64.0, 75.0, 100.0, 109.0, 110.0, 115.0, 120.0, 150.0, 200.0, 225.0, 250.0, 350.0, 500.0, 600.0, 1000.0, 1400.0]",Hyper Light Drifter,/projects/1661802484/hyper-light-drifter
45,1911827.0,"
An epic, outrageous, feature length comedy based on the popular TV series.
",Eric Falconer,Narrative Film,usd,1500000.0,"Los Angeles, CA",23999,"[950, 979, 4590, 1042, 318, 344, 836, 9596, 97, 477, 3097, 528, 181, 264, 119, 93, 43, 9, 5, 14, 1, 5, 9, 1, 0, 2, 10, 9]","[1.0, 10.0, 20.0, 25.0, 30.0, 35.0, 40.0, 50.0, 65.0, 75.0, 100.0, 200.0, 300.0, 500.0, 750.0, 750.0, 750.0, 1000.0, 1001.0, 1500.0, 2500.0, 3000.0, 3500.0, 5000.0, 6500.0, 8000.0, 10000.0, 10000.0]",Blue Mountain State: The Movie,/projects/773106364/blue-mountain-state-the-movie
46,658434.0,"
An appointment calendar, goal setting guide, journal, sketchbook, gratitude log & personal and work to-do lists all in one notebook.
",Angelia Trinidad,Product Design,usd,10000.0,"San Diego, CA",23626,"[3438, 5745, 50, 28, 75, 150, 2, 250, 27, 550, 2169, 300, 99, 1410, 1627, 100, 200, 2, 954, 250, 1, 499, 500, 421, 200, 300, 699, 150, 150, 300, 350, 110, 205, 200, 422, 75, 100, 200, 200, 100, 196, 106, 30, 20, 72, 45, 20, 74, 118, 25, 50, 30, 20, 20, 16, 10, 19, 10, 14, 10, 9, 15, 36]","[1.0, 1.0, 20.0, 23.0, 23.0, 23.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 30.0, 30.0, 30.0, 30.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 40.0, 40.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 55.0, 55.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 70.0, 75.0, 75.0, 75.0, 75.0, 80.0, 80.0, 80.0, 100.0, 100.0, 100.0, 120.0, 120.0, 120.0, 140.0, 140.0, 160.0, 160.0, 180.0, 180.0, 200.0, 200.0]",Passion Planner: The One Place for All Your Thoughts,/projects/angeliatrinidad/passion-planner-the-one-place-for-all-your-thought
47,1241615.0,"
Unlimited free energy from the sun will provide CubeSat propulsion and revolutionize access to space for low-cost citizen projects.
","Bill Nye, CEO, The Planetary Society",Space Exploration,usd,200000.0,"Pasadena, CA",23331,"[2149, 2528, 1320, 1272, 1663, 351, 5519, 385, 308, 50, 713, 1744, 235, 93, 299, 60, 1483, 393, 17, 228, 104, 550, 200, 50, 51, 53, 37, 40, 308, 26, 15, 118, 57, 236, 37, 25, 43, 67, 61, 2, 10, 3, 2]","[1.0, 5.0, 15.0, 20.0, 25.0, 25.0, 35.0, 35.0, 35.0, 35.0, 45.0, 50.0, 50.0, 50.0, 50.0, 50.0, 55.0, 55.0, 75.0, 75.0, 75.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 150.0, 150.0, 150.0, 160.0, 175.0, 185.0, 375.0, 375.0, 500.0, 500.0, 1000.0, 1000.0, 1500.0, 5000.0, 10000.0]",LightSail: A Revolutionary Solar Sailing Spacecraft,/projects/theplanetarysociety/lightsail-a-revolutionary-solar-sailing-spacecraft
48,751920.0,"
A sandbox strategy game with town building, crafting, and epic battles!
",Radiant Entertainment,Video Games,usd,120000.0,"San Jose, CA",22844,"[90, 6499, 735, 9942, 1440, 3316, 214, 342, 65, 24, 9, 20, 3, 4, 2]","[5.0, 15.0, 25.0, 30.0, 45.0, 50.0, 75.0, 100.0, 150.0, 250.0, 500.0, 525.0, 1000.0, 2000.0, 5000.0]",Stonehearth,/projects/1590639245/stonehearth
49,3560642.0,"
A dungeon crawl board game with no game master. Explore the darkness for loot and experience, facing hordes of awesome miniatures.
",CoolMiniOrNot,Tabletop Games,usd,200000.0,"Atlanta, GA",22361,"[1820, 18505]","[110.0, 120.0]",Massive Darkness,/projects/coolminiornot/massive-darkness
50,1919275.0,"
Lord British returns to his fantasy RPG roots with Shroud of the Avatar, hearkening back to his innovative early work.
","Portalarium, Inc.",Video Games,usd,1000000.0,"Austin, TX",22322,"[88, 4989, 4990, 2513, 865, 1063, 1747, 53, 1575, 358, 669, 803, 1217, 156, 133, 60, 66, 373, 207, 68, 20, 17, 5, 9, 2]","[10.0, 25.0, 30.0, 33.0, 40.0, 50.0, 60.0, 80.0, 80.0, 100.0, 120.0, 125.0, 150.0, 200.0, 250.0, 350.0, 400.0, 500.0, 750.0, 1500.0, 3000.0, 3500.0, 5000.0, 10000.0, 10000.0]",Shroud of the Avatar: Forsaken Virtues,/projects/portalarium/shroud-of-the-avatar-forsaken-virtues-0
51,1321306.0,"
An all-new, immersive adventure game from the award-winning creators of Myst and Riven.
","Cyan, Inc.",Video Games,usd,1100000.0,"Spokane, WA",22195,"[559, 11890, 4652, 3075, 896, 783, 114, 37, 30, 25, 8, 5]","[1.0, 25.0, 45.0, 75.0, 120.0, 250.0, 425.0, 850.0, 850.0, 1100.0, 4500.0, 10000.0]",Obduction,/projects/cyaninc/obduction
52,1647155.0,"
Remix Mini is a tiny PC. It gives you a PC experience unlike anything on Android and an Android experience unlike anything on a PC.
",Jide Tech,Hardware,usd,50000.0,"Beijing, China",21975,"[500, 634, 14840, 702, 1435, 2956, 487, 304]","[20.0, 30.0, 40.0, 50.0, 60.0, 80.0, 200.0, 359.0]",Remix Mini - The World's First True Android PC.,/projects/jidetech/remix-mini-the-worlds-first-true-android-pc
53,1538425.0,"
Dreamfall Chapters is the long-awaited sequel to acclaimed PC adventure games The Longest Journey and Dreamfall: The Longest Journey
",Red Thread Games,Video Games,usd,850000.0,"Oslo, Norway",21858,"[252, 4997, 8029, 2878, 2227, 1330, 610, 183, 286, 100, 497, 49, 29, 50, 20, 10, 10, 6, 0, 0, 4, 0, 3]","[5.0, 20.0, 25.0, 50.0, 75.0, 110.0, 150.0, 200.0, 250.0, 350.0, 500.0, 750.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 2500.0, 5000.0, 5000.0, 5000.0, 7500.0, 10000.0]",Dreamfall Chapters: The Longest Journey,/projects/redthread/dreamfall-chapters-the-longest-journey
54,620412.0,"
We are a collective of amazing storytelling radio shows. Let's remake public radio together.
","PRX, Inc",Radio &amp; Podcasts,usd,250000.0,"Cambridge, MA",21808,"[5139, 1476, 1974, 1354, 35, 287, 1299, 694, 125, 146, 19, 166, 197, 966, 849, 525, 257, 101, 5, 4, 7, 6, 7, 6, 14, 3, 3, 7, 1, 1, 5, 2, 1]","[5.0, 10.0, 15.0, 25.0, 40.0, 40.0, 45.0, 45.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 65.0, 100.0, 110.0, 150.0, 200.0, 250.0, 300.0, 300.0, 350.0, 500.0, 550.0, 1000.0, 1000.0, 1500.0, 1500.0, 1750.0, 3500.0, 5000.0, 10000.0]",Radiotopia: A Storytelling Revolution,/projects/1748303376/radiotopia-a-storytelling-revolution
55,1350700.0,"
System Shock is a complete remake of the genre defining classic from 1994 built by a team of industry veterans. 

Remember Citadel.
",Nightdive Studios,Video Games,usd,900000.0,"Vancouver, WA",21625,"[408, 300, 11744, 4064, 1837, 372, 2434, 130, 94, 20, 12, 5, 1, 7, 3]","[5.0, 25.0, 30.0, 50.0, 75.0, 100.0, 150.0, 350.0, 500.0, 750.0, 1000.0, 2000.0, 3000.0, 5000.0, 10000.0]",System Shock,/projects/1598858095/system-shock
56,929160.0,"
Fill and tie hundreds of water balloons in minutes with our attachment that comes ready-to-go, no preparation necessary!
",Tinnus Enterprises,Product Design,usd,10000.0,"Plano, TX",21455,"[100, 150, 2500, 3500, 3677, 50, 100, 1500, 2500, 2328, 50, 100, 750, 1000, 1175, 10, 20, 200, 500, 381, 10, 50, 150, 119, 12, 132]","[15.0, 15.0, 15.0, 16.0, 17.0, 30.0, 30.0, 30.0, 32.0, 34.0, 60.0, 60.0, 60.0, 65.0, 70.0, 120.0, 120.0, 120.0, 130.0, 140.0, 240.0, 240.0, 260.0, 280.0, 480.0, 480.0]",Bunch O Balloons: 100 Water Balloons in Less Than 1 Minute,/projects/bunchoballoons/bunch-o-balloons-100-water-balloons-in-less-than-1
57,1232612.0,"
PowerUp 3.0 turns your self-made paper airplane into a smartphone-controlled flying machine
",Shai Goitein,Flight,usd,50000.0,"New York, NY",21412,"[393, 213, 299, 3741, 10687, 5042, 759, 50, 42, 20]","[1.0, 5.0, 30.0, 30.0, 40.0, 75.0, 99.0, 250.0, 299.0, 500.0]",PowerUp 3.0 - Smartphone Controlled Paper Airplane,/projects/393053146/powerup-30-smartphone-controlled-paper-airplane
58,4079204.0,"
The ultimate zombie boardgame, reinvented in a medieval fantasy setting! New survivors, new zombies, new equipment, and revamped rules!
",CoolMiniOrNot,Tabletop Games,usd,125000.0,"Atlanta, GA",20915,"[1026, 900, 18085]","[100.0, 140.0, 150.0]",Zombicide: Black Plague,/projects/coolminiornot/zombicide-black-plague
59,1078634.0,"
Bike bells generally look and sound a bit ugly. But why? What if they looked sexy and sounded like an angel playing a glockenspiel?
",Knog,Product Design,aud,20000.0,"Melbourne, AU",20787,"[108, 9206, 499, 1455, 228, 5814, 1237, 101, 920, 473, 12, 611, 55, 12]","[1.43, 19.0, 19.0, 33.0, 33.0, 35.0, 43.0, 51.0, 63.0, 86.0, 93.0, 102.0, 195.0, 554.0]","""Oi"" - The bike bell that doesn't look like a bike bell",/projects/1951570531/oi-the-bike-bell-that-doesnt-look-like-a-bike-bell
60,590807.0,"
We are a team of multimedia reporters covering the global economy. We are going to make a t-shirt and tell the story of its creation.
",Planet Money,Radio &amp; Podcasts,usd,50000.0,"New York, NY",20242,[20159],[25.0],Planet Money T-shirt,/projects/planetmoney/planet-money-t-shirt
61,723886.0,"
A mature, story-driven, turn-based strategy game steeped in viking culture, by three game industry veterans.
",Stoic,Video Games,usd,100000.0,"Austin, TX",20042,"[35, 9028, 4710, 2735, 1850, 513, 680, 241, 47, 17, 50, 17, 10, 7, 0, 3, 1]","[5.0, 10.0, 25.0, 50.0, 50.0, 80.0, 100.0, 150.0, 250.0, 350.0, 600.0, 800.0, 1200.0, 2500.0, 4500.0, 5000.0, 10000.0]",The Banner Saga,/projects/stoic/the-banner-saga
62,1578950.0,"
Turn-based tactical combat for PC and Mac, set in the steam-powered world of the award-winning WARMACHINE tabletop game.
",Privateer Press Interactive,Video Games,usd,550000.0,"Bellevue, WA",19829,"[169, 6954, 910, 740, 4500, 667, 300, 1260, 1234, 726, 1686, 617, 29, 0, 3]","[1.0, 20.0, 25.0, 35.0, 40.0, 45.0, 55.0, 65.0, 85.0, 145.0, 205.0, 350.0, 650.0, 3000.0, 5000.0]",WARMACHINE: TACTICS,/projects/409030043/warmachine-tactics
63,1479231.0,"
""Upgrade to Sleeping Class"" - FaceCradle Travel Pillow!  
With 5 comfort modes, 4 more than a regular neck pillow, now you can sleep!
",Hairy Turtle Pty Ltd,Product Design,aud,20000.0,"Melbourne, AU",19611,"[126, 68, 300, 6950, 3261, 100, 844, 549, 2999, 1468, 1800, 828, 6, 97, 104, 1]","[4.0, 4.0, 22.0, 30.0, 30.0, 37.0, 37.0, 37.0, 58.0, 58.0, 91.0, 91.0, 180.0, 182.0, 291.0, 349.0]",FaceCradle Travel Pillow - Upgrade to Sleeping Class!,/projects/1879934341/facecradle-travel-pillow-upgrade-to-sleeping-class
64,944282.0,"
Divinity Original Sin is an old-school cRPG with new ideas & modern execution, will release this year. Funded by fantastic backers!
",Larian Studios LLC,Video Games,usd,400000.0,"Ghent, Belgium",19541,"[93, 47, 7501, 3005, 937, 3009, 421, 1998, 213, 47, 266, 356, 254, 321, 263, 21, 108, 200, 60, 35, 48, 11, 41, 30, 58, 7, 20, 30, 10, 3, 2, 4, 0, 0]","[5.0, 10.0, 25.0, 28.0, 35.0, 40.0, 50.0, 65.0, 65.0, 75.0, 80.0, 95.0, 95.0, 95.0, 100.0, 125.0, 135.0, 150.0, 150.0, 160.0, 175.0, 200.0, 200.0, 250.0, 300.0, 500.0, 500.0, 550.0, 600.0, 1000.0, 1500.0, 2500.0, 5000.0, 10000.0]",Divinity: Original Sin,/projects/larianstudios/divinity-original-sin
65,2410741.0,"
Sense is a simple system that tracks your sleep behavior, monitors the environment of your bedroom and reinvents the alarm.
",Hello,Technology,usd,100000.0,"San Francisco, CA",19349,"[415, 50, 2, 9555, 8416, 178, 237, 113, 250, 10, 10, 4]","[1.0, 25.0, 50.0, 99.0, 129.0, 149.0, 189.0, 249.0, 399.0, 639.0, 1000.0, 5000.0]",Sense: Know More. Sleep Better.,/projects/hello/sense-know-more-sleep-better
66,839301.0,"
The outlet cover plate that charges everything USB - no silly hardwiring, just magic.
",Jeremy Smith,Technology,usd,35000.0,"Orem, UT",18604,"[500, 600, 1310, 700, 2400, 1000, 2650, 2000, 2036, 700, 1500, 1626, 300, 500, 670]","[12.0, 14.0, 16.0, 20.0, 24.0, 30.0, 30.0, 36.0, 42.0, 50.0, 55.0, 65.0, 100.0, 110.0, 120.0]",SnapPower Charger: Add USB ports to your wall with no wiring,/projects/snappower/snappower-charger-a-usb-charger-in-a-coverplate-no
67,776084.0,"
A Belly Dancing Hair-Whipping HD adventure from WayForward: makers of Ducktales Remastered, Adventure Time, & Contra 4!
",WayForward,Video Games,usd,400000.0,"Los Angeles, CA",18558,"[137, 1000, 8680, 2492, 1550, 261, 501, 1396, 426, 682, 293, 107, 680, 95, 48, 5, 8, 0, 1]","[5.0, 12.0, 15.0, 25.0, 35.0, 45.0, 55.0, 60.0, 75.0, 90.0, 110.0, 150.0, 200.0, 350.0, 500.0, 1000.0, 2500.0, 5000.0, 10000.0]",Shantae: Half-Genie Hero,/projects/1236620800/shantae-half-genie-hero
68,6225354.0,"
Pono's mission is to provide the best possible listening experience of your favorite digital music.
",the PonoMusic Team,Sound,usd,800000.0,"San Francisco, CA",18220,"[1061, 538, 1010, 100, 2563, 1324, 713, 888, 500, 324, 365, 499, 500, 336, 492, 397, 374, 126, 500, 468, 358, 498, 456, 96, 500, 392, 193, 55, 500, 57, 251, 44, 7, 7, 275, 34, 111, 313, 72, 364, 30, 30, 21, 15]","[5.0, 50.0, 100.0, 200.0, 300.0, 300.0, 300.0, 300.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 5000.0, 5000.0, 5000.0, 5000.0]",Pono Music - Where Your Soul Rediscovers Music,/projects/1003614822/ponomusic-where-your-soul-rediscovers-music
69,872133.0,"
Bee and PuppyCat is a popular cartoon created by Natasha Allegri & Frederator Studios on Cartoon Hangover. We want to make it a series!
",Frederator / Cartoon Hangover,Animation,usd,600000.0,"New York, NY",18209,"[2114, 2246, 755, 3331, 1338, 2910, 823, 1887, 50, 50, 35, 49, 28, 147, 22, 1, 5, 1]","[15.0, 20.0, 20.0, 35.0, 35.0, 50.0, 75.0, 100.0, 150.0, 175.0, 200.0, 250.0, 300.0, 400.0, 750.0, 2500.0, 5000.0, 10000.0]",Bee and PuppyCat: The Series,/projects/frederator/bee-and-puppycat-the-series
70,974578.0,"
A new adventure game made of clay. From the Neverhood creators - made possible because of YOU, our generous supporters.
","Pencil Test Studios, Inc.",Video Games,usd,900000.0,"Lake Forest, CA",18126,"[587, 7000, 3389, 670, 836, 1070, 1097, 572, 418, 475, 791, 100, 70, 275, 27, 136, 8, 8, 44, 6, 18, 3, 5, 5, 5, 1, 2, 3]","[5.0, 20.0, 25.0, 30.0, 35.0, 45.0, 50.0, 60.0, 75.0, 90.0, 125.0, 130.0, 150.0, 200.0, 250.0, 350.0, 400.0, 495.0, 500.0, 650.0, 1000.0, 1500.0, 2500.0, 3500.0, 4500.0, 4500.0, 6000.0, 10000.0]",Armikrog.,/projects/armikrog/armikrog
71,2278255.0,"
For project updates or questions, please head over to hextcg.com       From the creators of the World of Warcraft Trading Card Game, HEX is a TCG / MMO that combines the best of both for your PC & MAC
",Cryptozoic Entertainment,Video Games,usd,300000.0,"Irvine, CA",17765,"[273, 2981, 2717, 1641, 1795, 928, 250, 3205, 686, 144, 964, 113, 913, 959, 50, 24, 1, 13]","[10.0, 20.0, 35.0, 50.0, 65.0, 85.0, 90.0, 120.0, 250.0, 250.0, 250.0, 250.0, 250.0, 500.0, 1000.0, 2500.0, 5000.0, 10000.0]",HEX MMO Trading Card Game,/projects/cze/hex-mmo-trading-card-game
72,3429235.0,"
Reaper's Bones KickStarter was a project to ramp up the production of the Bones line and get you the game models you want now! .
",Reaper Miniatures,Games,usd,30000.0,"Denton, TX",17744,"[192, 6, 330, 16, 17, 48, 121, 32, 16475, 155, 274, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 6, 0, 10, 9, 5, 5, 0, 3]","[1.0, 7.0, 15.0, 18.0, 22.0, 25.0, 28.0, 60.0, 100.0, 110.0, 300.0, 325.0, 425.0, 425.0, 425.0, 450.0, 450.0, 475.0, 475.0, 525.0, 525.0, 600.0, 1000.0, 1000.0, 1000.0, 2000.0, 2000.0, 2200.0, 2500.0]",Reaper Miniatures Bones: An Evolution Of Gaming Miniatures,/projects/1513061270/reaper-miniatures-bones-an-evolution-of-gaming-min
73,1810294.0,"
Create an empire with monstrous mechs and industrious workers in this alternate-history, 115-minute board game for 1-5 competitors.
",Jamey Stegmaier,Tabletop Games,usd,33000.0,"St. Louis, MO",17739,"[526, 2994, 1471, 9763, 2915]","[1.0, 59.0, 79.0, 99.0, 119.0]",Scythe,/projects/jameystegmaier/scythe
74,2640852.0,"
No more lumpy foam, stabby feathers and melty memory foam. Introducing the Purple® Pillow, the first innovation in pillows since geese.
",Tony Pearce,Technology,usd,25000.0,"Alpine, UT",17733,"[151, 49, 600, 1000, 6826, 939, 200, 6464, 841, 33, 390, 212, 1, 0]","[1.0, 19.0, 69.0, 69.0, 79.0, 79.0, 149.0, 149.0, 149.0, 699.0, 999.0, 1299.0, 5000.0, 10000.0]",Purple\xae Pillow: The World's First No-Pressure Pillow,/projects/227992716/purple-pillow-the-worlds-first-no-pressure-head-be
75,630019.0,"
Kung Fury is a visually spectacular action comedy that
has its foundation in 80s cop movies. Available now at kungfury.com, YouTube, and iTunes! Also shop at shop.kungfury.com if you like stuff!
",Laser Unicorns,Action,usd,200000.0,"Umeå, Sweden",17713,"[135, 1485, 443, 120, 6733, 133, 5140, 167, 1235, 372, 132, 33, 639, 29, 38, 15, 8, 130, 2, 98, 20, 10, 15, 2, 1, 10, 42, 21, 1, 5, 0, 1, 5, 1]","[1.0, 5.0, 10.0, 15.0, 20.0, 21.0, 30.0, 30.0, 40.0, 60.0, 70.0, 70.0, 100.0, 100.0, 100.0, 100.0, 100.0, 150.0, 150.0, 200.0, 250.0, 300.0, 350.0, 350.0, 500.0, 500.0, 600.0, 1000.0, 1337.0, 2000.0, 3000.0, 4000.0, 5000.0, 10000.0]",KUNG FURY,/projects/kungfury/kung-fury
76,1505366.0,"
The first publicly accessible space telescope!  Take amazing photos of space or have your photo displayed above the Earth.
",Planetary Resources,Space Exploration,usd,1000000.0,"Seattle, WA",17614,"[1865, 7208, 1353, 2781, 1978, 275, 998, 43, 62, 102, 35, 49, 26, 1, 6, 10, 27]","[10.0, 25.0, 39.0, 65.0, 99.0, 125.0, 200.0, 200.0, 325.0, 450.0, 650.0, 1000.0, 1750.0, 2500.0, 5000.0, 5000.0, 10000.0]",ARKYD: A Space Telescope for Everyone,/projects/arkydforeveryone/arkyd-a-space-telescope-for-everyone-0
77,470310.0,"
Matchstick, the first HDMI stick based on Firefox OS, is the best way to experience your favorite movies, music, and games on your HDTV
",Matchstick.tv,Gadgets,usd,100000.0,"San Jose, CA",17218,"[76, 500, 11304, 250, 4581, 299, 156, 0]","[2.0, 12.0, 18.0, 24.0, 34.0, 80.0, 160.0, 10000.0]",Matchstick - The Streaming Stick Built on Firefox OS,/projects/matchstick/matchstick-the-streaming-stick-built-on-firefox-os
78,526563.0,"
Godus is a delightful reinvention of the god game from 22cans and Peter Molyneux, who created the genre. Mac, PC, Mobile iOS & Android
",22cans,Video Games,gbp,450000.0,"Guildford, UK",17184,"[92, 359, 5000, 2222, 4034, 3211, 594, 215, 495, 634, 106, 40, 15, 5, 3, 5]","[8.0, 16.0, 24.0, 24.0, 32.0, 48.0, 64.0, 80.0, 95.0, 159.0, 317.0, 512.0, 990.0, 1590.0, 3181.0, 7956.0]",Project GODUS,/projects/22cans/project-godus
79,4869472.0,"
Kickstarter's most funded bag ever. Beautiful, intelligent and adaptable, The Everyday Messenger is a giant leap for bag-kind.
",Peak Design,Product Design,usd,100000.0,"San Francisco, CA",17029,"[695, 4216, 7155, 4310, 254, 7]","[30.0, 195.0, 225.0, 375.0, 620.0, 5500.0]",The Everyday Messenger: A Bag For Cameras & Essential Carry,/projects/peak-design/the-everyday-messenger-a-bag-for-cameras-and-essen
80,1766204.0,"
""It's like Game of Thrones meets EVE Online"" - a new MMO by J Todd Coleman (Shadowbane, Wizard101) and Gordon Walton (UO, SWG, SWTOR)
","ArtCraft Entertainment, Inc.",Video Games,usd,800000.0,"Austin, TX",16936,"[286, 2999, 3999, 1881, 192, 2782, 847, 353, 600, 592, 600, 994, 300, 256, 57, 13, 10, 15]","[5.0, 30.0, 34.0, 36.0, 40.0, 60.0, 100.0, 130.0, 150.0, 175.0, 215.0, 250.0, 425.0, 500.0, 1000.0, 2500.0, 5000.0, 10000.0]",Crowfall - Throne War PC MMO,/projects/crowfall/crowfall-throne-war-pc-mmo
81,859425.0,"
Help two fans make the definitive film on Bill Nye The Science Guy and his quest to change the world with science!
",David Alvarado and Jason Sussberg,Documentary,usd,650000.0,"Brooklyn, NY",16850,"[1665, 1752, 817, 626, 1177, 977, 200, 476, 3103, 200, 996, 788, 79, 688, 641, 150, 100, 100, 100, 254, 111, 146, 90, 168, 74, 56, 50, 20, 37, 4, 0, 3, 3]","[5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 30.0, 35.0, 35.0, 35.0, 50.0, 55.0, 60.0, 75.0, 75.0, 100.0, 100.0, 125.0, 125.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 175.0, 200.0, 500.0, 1000.0, 1500.0, 5000.0, 10000.0, 10000.0]",The Bill Nye Film,/projects/structurefilms/the-bill-nye-film
82,2952508.0,"
The Superbook is a shell that turns your Android smartphone into a complete laptop. Get the freedom of using just one computer.
",Andromium Inc.,Hardware,usd,50000.0,"San Francisco, CA",16732,"[226, 44, 150, 9984, 445, 150, 4148, 71, 68, 702, 476, 62, 2]","[5.0, 25.0, 85.0, 99.0, 99.0, 145.0, 159.0, 198.0, 198.0, 198.0, 299.0, 599.0, 9900.0]",The Superbook: Turn your smartphone into a laptop,/projects/andromium/the-superbook-turn-your-smartphone-into-a-laptop-f
83,2950874.0,"
Tiko is the 3D printer you’ve been waiting for. Simple, accessible, and dependable, all for a pledge of $179.
",Tiko 3D,3D Printing,usd,100000.0,"Niagara Falls, NY",16538,"[53, 100, 400, 2500, 3000, 2999, 2999, 3000, 1238]","[18.0, 99.0, 139.0, 179.0, 179.0, 179.0, 179.0, 179.0, 179.0]",Tiko - The Unibody 3D Printer,/projects/tiko3d/tiko-the-unibody-3d-printer
84,672801.0,"
World's smallest Linux server, with Wi-Fi built-in. Building for the Internet of Things doesn't get easier than this!
",Onion,DIY Electronics,usd,15000.0,"Boston, MA",16537,"[97, 1730, 3535, 1108, 3639, 554, 1549, 716, 690, 666, 552, 207, 1047, 303, 78, 25]","[1.0, 5.0, 9.0, 20.0, 24.0, 35.0, 39.0, 59.0, 64.0, 74.0, 75.0, 99.0, 124.0, 149.0, 279.0, 499.0]","Omega2: $5 Linux Computer with Wi-Fi, Made for IoT",/projects/onion/omega2-5-iot-computer-with-wi-fi-powered-by-linux
